,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1566667um,Full Phase Curve Noise Estimate 1.1566667-1.2133333um,Full Phase Curve Noise Estimate 1.2133333-1.27um,Full Phase Curve Noise Estimate 1.27-1.3266667um,Full Phase Curve Noise Estimate 1.3266667-1.3833333um,Full Phase Curve Noise Estimate 1.3833333-1.44um,Full Phase Curve Noise Estimate 1.44-1.4966667um,Full Phase Curve Noise Estimate 1.4966667-1.5533333um,Full Phase Curve Noise Estimate 1.5533333-1.61um,Full Phase Curve Noise Estimate 1.61-1.6666667um,Full Phase Curve Noise Estimate 1.6666667-1.7233333um,Full Phase Curve Noise Estimate 1.7233333-1.78um,Full Phase Curve Noise Estimate 1.78-1.8366667um,Full Phase Curve Noise Estimate 1.8366667-1.8933333um,Full Phase Curve Noise Estimate 1.8933333-1.95um
416,WASP-75b,2.146390049436644e-05,2.2351964966245598e-05,2.3273858937659136e-05,2.4226910229162088e-05,2.5208887647669706e-05,2.6217876538162996e-05,2.7252393981697526e-05,2.8311125239748443e-05,2.9392868070310948e-05,3.0496721600802604e-05,3.1621833376813834e-05,3.2767368824148055e-05,3.393274540865702e-05,3.511736763154843e-05,3.6320606788489515e-05
417,HAT-P-40b,1.4032287516248782e-05,1.4610947208572581e-05,1.5211772526795137e-05,1.583300312018555e-05,1.6473169930044055e-05,1.7131013084251126e-05,1.7805556607257965e-05,1.8495935783484835e-05,1.9201360477707778e-05,1.9921238294574602e-05,2.065500914732361e-05,2.1402125182346185e-05,2.2162203622895484e-05,2.2934853588262665e-05,2.371966281602011e-05
418,WASP-66b,1.8598819445245553e-05,1.9426472297004183e-05,2.0282113522949443e-05,2.1163805297483832e-05,2.206990781876122e-05,2.2998992271108395e-05,2.3949957646095704e-05,2.492181160006459e-05,2.5913629918018348e-05,2.692472937770661e-05,2.7954450067012813e-05,2.9002132022044966e-05,3.0067325273840315e-05,3.1149557942688717e-05,3.224831994267419e-05
419,WASP-17b,1.7180400351717417e-05,1.7949805929605354e-05,1.8744968469755054e-05,1.956412726983482e-05,2.0405790416453662e-05,2.1268655980247095e-05,2.2151721250371285e-05,2.305408100510257e-05,2.3974890661098545e-05,2.4913526689296807e-05,2.5869385629509515e-05,2.684186274827733e-05,2.783054665289815e-05,2.8835004865206295e-05,2.9854768862906833e-05
420,WASP-79b,1.1139245734402907e-05,1.1634945395645413e-05,1.214740791534187e-05,1.2675472686735248e-05,1.3218157596107333e-05,1.3774606894041345e-05,1.4344161162153784e-05,1.492622606380419e-05,1.5520248066119682e-05,1.612581797213158e-05,1.674254054582766e-05,1.7370020520186256e-05,1.8007988398809283e-05,1.8656161562465794e-05,1.9314234509380226e-05
421,WASP-14b,1.0683549610220539e-05,1.1151164860969181e-05,1.1635019257490094e-05,1.2133951578409747e-05,1.2646982471404288e-05,1.3173261832685019e-05,1.3712133744703626e-05,1.4263009439631182e-05,1.4825343038330626e-05,1.53987296524282e-05,1.5982780175047318e-05,1.657710746956087e-05,1.7181446079698113e-05,1.7795519341460683e-05,1.8419029867184414e-05
422,HD219666b,6.261429626426335e-06,6.4931288892790014e-06,6.735493488312363e-06,6.9875368092724494e-06,7.248447479883549e-06,7.517541326060255e-06,7.794285639340724e-06,8.078216993746767e-06,8.368920689855218e-06,8.666081053242165e-06,8.969406552069323e-06,9.278619153551982e-06,9.593519109788622e-06,9.913908523693594e-06,1.0239584731337175e-05
423,WASP-120b,1.441267321657979e-05,1.5041349733617182e-05,1.5691980211088556e-05,1.6362984519394005e-05,1.7053030898083775e-05,1.776096422454944e-05,1.8485893006890674e-05,1.922701767637044e-05,1.998359758171158e-05,2.0755082999082308e-05,2.154094616826753e-05,2.2340662549641713e-05,2.3153872056342736e-05,2.3980199868933616e-05,2.4819243553682058e-05
424,HATS-7b,3.1424555123889635e-05,3.2424632560051126e-05,3.348425603478639e-05,3.459701203267056e-05,3.575770057951456e-05,3.696200808705029e-05,3.820656259174235e-05,3.9488482003715626e-05,4.0805239788650165e-05,4.2154885085183824e-05,4.353565734841696e-05,4.494592043352989e-05,4.6384465499960716e-05,4.785013107590613e-05,4.934176462026273e-05
425,HAT-P-34b,9.57608411455849e-06,9.993327911181536e-06,1.042516840282271e-05,1.0870552801208672e-05,1.132859398816345e-05,1.1798522696017268e-05,1.2279745176170156e-05,1.277172904231319e-05,1.3273981281369886e-05,1.3786135891901915e-05,1.4307841610138389e-05,1.4838749432873638e-05,1.537861968719741e-05,1.5927202994644872e-05,1.6484231702798302e-05
426,HATS-30b,2.6993095491161708e-05,2.8080133740822564e-05,2.9210502183194534e-05,3.0380628869954253e-05,3.1587543771054064e-05,3.282871043991606e-05,3.4102161371734246e-05,3.5406161248825374e-05,3.6739132547599885e-05,3.8099888066968144e-05,3.9487311812094465e-05,4.090031883339614e-05,4.233814594868838e-05,4.380001951689262e-05,4.528512926760102e-05
427,TOI-561c,5.42650139177332e-06,5.6199109005714435e-06,5.822813949284545e-06,6.03429332170463e-06,6.2535977858293135e-06,6.480096854642135e-06,6.713299001801292e-06,6.952778798070561e-06,7.198157784177415e-06,7.449146664550297e-06,7.705480033168021e-06,7.966906621807328e-06,8.233244460666014e-06,8.50431483085471e-06,8.77993630981493e-06
428,TOI-905b,1.4673700756555522e-05,1.52220163175537e-05,1.5795153358109632e-05,1.639084316290324e-05,1.7007217868793764e-05,1.7642700372827023e-05,1.8296063166550054e-05,1.8966236874136236e-05,1.965226299222452e-05,2.035341274925872e-05,2.106901187157563e-05,2.179841600733678e-05,2.254116325553951e-05,2.3296794893163406e-05,2.4064840018844626e-05
429,WASP-34b,1.0960622877790557e-05,1.1381813044199965e-05,1.182118044610173e-05,1.227712275580489e-05,1.274831621813305e-05,1.3233638699359997e-05,1.3732217802509215e-05,1.424329024804595e-05,1.4766168506267405e-05,1.530033168868781e-05,1.584529517682852e-05,1.640059304292613e-05,1.696589350280645e-05,1.7540864665264425e-05,1.8125163383182817e-05
430,WASP-67b,1.7871295689874907e-05,1.8479335234446475e-05,1.911969027202311e-05,1.9789084038397826e-05,2.048484482070462e-05,2.1204741958174254e-05,2.1947034192792134e-05,2.2710222853035665e-05,2.3492983417588067e-05,2.4294298793245725e-05,2.5113242699612586e-05,2.5948945367621875e-05,2.6800771271204574e-05,2.766810228652522e-05,2.8550317168568606e-05
431,WASP-11b,1.4330909397612e-05,1.475735805941825e-05,1.5212232264334687e-05,1.5692308157015345e-05,1.6194984473349007e-05,1.67181152516782e-05,1.7260021269476015e-05,1.7819275725295206e-05,1.8394636506284796e-05,1.8985140136780085e-05,1.958992386409429e-05,2.020819300998176e-05,2.0839354872688908e-05,2.1482845914678757e-05,2.2138113143605257e-05
432,HAT-P-41b,1.6663433769108814e-05,1.738420127680416e-05,1.8130484814615866e-05,1.890041880645128e-05,1.9692433434679956e-05,2.0505169585036204e-05,2.1337577683181577e-05,2.2188718233176728e-05,2.305772286933931e-05,2.394394603160154e-05,2.4846769469125053e-05,2.5765580253762626e-05,2.669995644782251e-05,2.7649460180206525e-05,2.8613622626556434e-05
433,HAT-P-43b,4.156489918251642e-05,4.314376814842568e-05,4.479213374217979e-05,4.650377538441764e-05,4.8273561441001576e-05,5.0097149174426316e-05,5.197116069662751e-05,5.3892645983169556e-05,5.585895331969719e-05,5.786807067480931e-05,5.9918130504595985e-05,6.200734187451621e-05,6.41344258864266e-05,6.629810712394083e-05,6.849707087241557e-05
434,HAT-P-23b,3.9435716401352504e-05,4.101290456971063e-05,4.265369715845395e-05,4.4352796021662186e-05,4.610580026562072e-05,4.790895583695714e-05,4.9759349686725223e-05,5.165441577045325e-05,5.359182471226977e-05,5.556982165081306e-05,5.7586759628125193e-05,5.9641040251764656e-05,6.17315370368932e-05,6.385711040693591e-05,6.601656918798758e-05
435,TOI-2158b,7.764299698124862e-06,8.060987715328312e-06,8.370603344823744e-06,8.691998430157478e-06,9.024225104549542e-06,9.366480533072057e-06,9.718140405537488e-06,1.0078658986202635e-05,1.0447545202971457e-05,1.0824426732588197e-05,1.1208957575758438e-05,1.1600805494130882e-05,1.1999733576968315e-05,1.2405505191131902e-05,1.281787603795413e-05
436,WASP-44b,4.2906176973511636e-05,4.445392767404134e-05,4.6076101025694914e-05,4.776560292194783e-05,4.951661571182907e-05,5.132424969835055e-05,5.318469433592229e-05,5.509464630268411e-05,5.705116161173523e-05,5.905199276777273e-05,6.109507363563208e-05,6.317844367959298e-05,6.530068658928203e-05,6.74604075864766e-05,6.9656186903385e-05
437,WASP-55b,1.9561830746171505e-05,2.0343465694189057e-05,2.1156671192098586e-05,2.1998813852977268e-05,2.2867706550141724e-05,2.376148390484943e-05,2.467869836251142e-05,2.5618075013484764e-05,2.6578456752284685e-05,2.7558971740426362e-05,2.855880192050845e-05,2.9577153538011787e-05,3.061346704574058e-05,3.166717654708578e-05,3.2737690677553265e-05
438,WASP-156b,1.5892855948394753e-05,1.638565138093854e-05,1.6909105750370842e-05,1.7459846873816557e-05,1.8035145985137355e-05,1.8632744536577482e-05,1.9250876233860816e-05,1.98880350151261e-05,2.0542904342784947e-05,2.121446574902548e-05,2.1901803023213e-05,2.260406776438289e-05,2.3320630731658695e-05,2.40508899086399e-05,2.4794250596304694e-05
439,WASP-49b,1.8091967002262075e-05,1.8772529150484615e-05,1.9483550791115787e-05,2.022227110723045e-05,2.098641528219112e-05,2.1774060851343247e-05,2.2583711886883508e-05,2.341406388286637e-05,2.4263946249742612e-05,2.5132469690183037e-05,2.6018810353602404e-05,2.6922179842391004e-05,2.7842013866493513e-05,2.8777751079493168e-05,2.9728814272271982e-05
440,TrES-4b,2.0848104303528265e-05,2.1737486335242313e-05,2.2659074375795607e-05,2.3610453927127514e-05,2.4589598427871308e-05,2.559475841145746e-05,2.6624581543994917e-05,2.767786110711617e-05,2.87534856264091e-05,2.985062667664042e-05,3.096849397112446e-05,3.210630719376887e-05,3.3263526771190195e-05,3.443959546967357e-05,3.563391933864084e-05
441,HD89345b,3.6319718028614788e-06,3.769252889761976e-06,3.912627961009617e-06,4.061548042825365e-06,4.215560537222169e-06,4.374282693617662e-06,4.53741673917981e-06,4.70470281613422e-06,4.8759075478400895e-06,5.0508537445173645e-06,5.229377102128831e-06,5.411320225499771e-06,5.596570587083053e-06,5.785016109099737e-06,5.976541406520527e-06
442,GJ1252b,2.386370927364395e-05,2.4038939023833638e-05,2.429483976314624e-05,2.461845079418544e-05,2.4999691073058522e-05,2.5430572546448842e-05,2.590485075489172e-05,2.6417435766299602e-05,2.69641055875934e-05,2.7541507973772586e-05,2.8146795201295617e-05,2.8777502073623737e-05,2.9431679734844298e-05,3.0107602548514544e-05,3.080370861235272e-05
443,WASP-23b,2.8198040888732894e-05,2.914352555893454e-05,3.0140527665027665e-05,3.118374946236769e-05,3.22688770750607e-05,3.339231419327502e-05,3.4551252549573446e-05,3.5743279035517416e-05,3.6966264995182025e-05,3.8218573711914285e-05,3.949871777399012e-05,4.080530385953004e-05,4.213731125388158e-05,4.3493750005551e-05,4.487362808585183e-05
444,HD108236d,3.1120885534562946e-06,3.232416333221123e-06,3.3578829689564464e-06,3.4880392255197557e-06,3.622513674739292e-06,3.7609911721076857e-06,3.903226776358306e-06,4.0490059702546486e-06,4.198135305839671e-06,4.350468343125924e-06,4.5058686645594595e-06,4.664204931730853e-06,4.825383762048065e-06,4.989311587869107e-06,5.155891510774982e-06
445,WASP-113b,1.9018042727550613e-05,1.9776547462674158e-05,2.056578424664286e-05,2.1383182586114615e-05,2.2226608157004997e-05,2.3094241172556416e-05,2.39846693244096e-05,2.4896649157466287e-05,2.5829052539752367e-05,2.6781029229025704e-05,2.7751781769814566e-05,2.874053674860114e-05,2.9746748684416925e-05,3.0769866205916696e-05,3.180931342913053e-05
446,L98-59c,6.577324589265825e-06,6.618818257124376e-06,6.683096257658312e-06,6.766460951459061e-06,6.866040023794314e-06,6.97956060837012e-06,7.105246608224759e-06,7.241652242616817e-06,7.387580069675902e-06,7.542078996705979e-06,7.704342345752325e-06,7.87367309496245e-06,8.049519458051986e-06,8.231393855060409e-06,8.418856043665934e-06
447,HAT-P-18b,1.8479813180023488e-05,1.9030367454183244e-05,1.961754794437077e-05,2.0237204186308323e-05,2.0885986991595303e-05,2.1561133137422628e-05,2.2260480424435843e-05,2.2982191500197574e-05,2.3724666663909053e-05,2.448666515748824e-05,2.5267075794043595e-05,2.606487491568937e-05,2.687929915467518e-05,2.770962258210536e-05,2.855513272316632e-05
448,HAT-P-7b,1.6355401024243264e-05,1.7067930617472102e-05,1.7805392673723117e-05,1.8565988466712703e-05,1.9348202363977485e-05,2.0150720119545393e-05,2.0972527340410707e-05,2.1812714498186545e-05,2.2670439360344505e-05,2.354507665620487e-05,2.443602631712317e-05,2.5342692161212527e-05,2.6264664750237662e-05,2.7201518087214706e-05,2.8152794980042415e-05
449,KELT-2Ab,4.755949184733172e-06,4.959801209154816e-06,5.170977945666313e-06,5.388934891592171e-06,5.613214638172644e-06,5.8434219322948845e-06,6.079251343580661e-06,6.320430041709521e-06,6.566706434293191e-06,6.817893162863495e-06,7.073811258435304e-06,7.3342837675018834e-06,7.599188515214042e-06,7.868399120137906e-06,8.141780667810626e-06
450,HAT-P-46b,1.4277801564963773e-05,1.4870485299543295e-05,1.548562321774105e-05,1.612145122349802e-05,1.6776495561344795e-05,1.7449490781662948e-05,1.8139456975220177e-05,1.8845524790540576e-05,1.95668986695387e-05,2.030298280635708e-05,2.1053212944953896e-05,2.1817036176506304e-05,2.259406694585328e-05,2.338391069974743e-05,2.4186150467742394e-05
451,TOI-677b,4.773037129021456e-06,4.9766553284247115e-06,5.187646882917201e-06,5.405459008959303e-06,5.6296277385802674e-06,5.859752542850907e-06,6.095523813771428e-06,6.3366652810638015e-06,6.582922479930661e-06,6.834105747832935e-06,7.09003415380259e-06,7.350529049573723e-06,7.615466903349126e-06,7.884720140114212e-06,8.158152778768681e-06
452,WASP-71b,1.308842190423363e-05,1.3626260771037738e-05,1.4184823297660867e-05,1.4762454260835667e-05,1.5357773106443046e-05,1.5969596625720307e-05,1.6597008042332758e-05,1.7239195656036683e-05,1.7895418356563853e-05,1.8565120183487578e-05,1.9247775960988237e-05,1.994287246263918e-05,2.0650050735876347e-05,2.1368944637788625e-05,2.2099168405712355e-05
453,HATS-72b,1.385796176581376e-05,1.424630374900113e-05,1.4663236883261057e-05,1.5105386778335732e-05,1.557004091829048e-05,1.605497111794871e-05,1.6558432687267322e-05,1.7078949939831567e-05,1.7615245082294272e-05,1.816632359888193e-05,1.8731300251224115e-05,1.930936527122584e-05,1.9899910326716156e-05,2.0502361688784525e-05,2.1116161283658282e-05
454,WASP-118b,1.4742012775467623e-05,1.538147777270614e-05,1.604347655198475e-05,1.6726370201759712e-05,1.742877889668651e-05,1.8149507284072193e-05,1.8887632443726256e-05,1.964232770672628e-05,2.0412828433725134e-05,2.1198566484065165e-05,2.1998997305848163e-05,2.2813580579176575e-05,2.364194469607064e-05,2.4483703624459745e-05,2.5338443658054627e-05
455,Kepler-6b,3.697362946432778e-05,3.837869657920666e-05,3.984556503038058e-05,4.1368706117061104e-05,4.294355872568021e-05,4.45662626964903e-05,4.623381555513426e-05,4.794359496556189e-05,4.969324358649605e-05,5.148097284482673e-05,5.330512246625973e-05,5.516410013506119e-05,5.7056768902148966e-05,5.898199478777474e-05,6.0938608743545214e-05
456,KELT-11b,2.7664263368141153e-06,2.865101620074844e-06,2.968614071824756e-06,3.0764967436260673e-06,3.188367158328604e-06,3.303904284873606e-06,3.4228578540204216e-06,3.5450112297461254e-06,3.6701716719594138e-06,3.798191861309037e-06,3.928936626505636e-06,4.0622779783965525e-06,4.1981232409339e-06,4.336381378323548e-06,4.476959961680301e-06
457,HAT-P-65b,3.588155343868774e-05,3.7297902708545574e-05,3.877265135424519e-05,4.030084024177182e-05,4.187835772667989e-05,4.350170399721726e-05,4.516816150078252e-05,4.6875341945677056e-05,4.8621083034431714e-05,5.040375263110136e-05,5.222182349725923e-05,5.407381814490793e-05,5.5958691634558424e-05,5.787539090278336e-05,5.982281925271064e-05
458,CoRoT-11b,3.750852964801958e-05,3.9142377053035176e-05,4.0833408053512184e-05,4.257749612178727e-05,4.437116427973479e-05,4.621139763738695e-05,4.8095869145728166e-05,5.002249238697864e-05,5.198933538740165e-05,5.399496381735789e-05,5.6038001215109056e-05,5.811708009187987e-05,6.0231261257628005e-05,6.237956758823494e-05,6.456095045463044e-05
459,L98-59d,4.700497608458688e-06,4.730151137623663e-06,4.776087533750344e-06,4.835664271757134e-06,4.906828646422219e-06,4.98795634949776e-06,5.077778089890142e-06,5.175260637624908e-06,5.279548238577162e-06,5.389961192531039e-06,5.505923005542002e-06,5.626935549608882e-06,5.752604489607293e-06,5.882581375585089e-06,6.016551587524267e-06
460,LP791-18c,3.1755779040100696e-05,3.154694581052612e-05,3.1485673421517003e-05,3.154542171572989e-05,3.170588332727235e-05,3.195123404525033e-05,3.226918024409009e-05,3.264986063089966e-05,3.30852384386997e-05,3.356892075081057e-05,3.409557423762586e-05,3.466067831126844e-05,3.526061191537736e-05,3.5892241532600935e-05,3.655280713243792e-05
461,HD108236e,2.656757339495991e-06,2.7594799023486533e-06,2.8665894526156236e-06,2.977702482970064e-06,3.0925019090795504e-06,3.2107186953853015e-06,3.332143738098434e-06,3.4565939061053122e-06,3.583904054915071e-06,3.7139491702471833e-06,3.846612793867423e-06,3.981782803553943e-06,4.119379479567888e-06,4.259322944195201e-06,4.401530476272444e-06
462,LTT3780b,2.334704574807628e-05,2.346249198708996e-05,2.366144723062443e-05,2.393018446003251e-05,2.4258058698433193e-05,2.4636661415940002e-05,2.5059425281501203e-05,2.5521013539402335e-05,2.6017014623682827e-05,2.6543923174570856e-05,2.7098772059515912e-05,2.7679003542842923e-05,2.8282589397830605e-05,2.890774207963524e-05,2.9552852577656607e-05
463,K2-29b,2.3445259947864053e-05,2.4247952594141453e-05,2.5092852175039125e-05,2.597570532539907e-05,2.6893042062477292e-05,2.7841963312472613e-05,2.882020640912773e-05,2.982582251984179e-05,3.085708783299316e-05,3.19126794058183e-05,3.2991391286996046e-05,3.409208990529028e-05,3.521394792150079e-05,3.635615964609028e-05,3.7517914277228524e-05
464,WASP-45b,2.5636722636798755e-05,2.6496325910052748e-05,2.7402767125705664e-05,2.835122975020506e-05,2.9337791750803412e-05,3.0359183481994675e-05,3.1412851760255883e-05,3.2496602667506817e-05,3.360850090044926e-05,3.474705841063922e-05,3.5910922892717346e-05,3.709882758468734e-05,3.830984448667361e-05,3.954307356764318e-05,4.079761290804841e-05
465,Kepler-105b,1.7313115295673628e-05,1.8062729060900634e-05,1.8838837134285738e-05,1.9639505970230573e-05,2.0463108252417037e-05,2.1308234784291933e-05,2.217379739366913e-05,2.305882181047652e-05,2.396240729726824e-05,2.4883884354924352e-05,2.5822611622494073e-05,2.677795307247262e-05,2.7749471008582653e-05,2.8736711044646e-05,2.9739186514747614e-05
466,HAT-P-11b,4.627977390804822e-06,4.76460975732205e-06,4.9104702345773004e-06,5.064506394513893e-06,5.225869497144649e-06,5.393859775455754e-06,5.567929605739631e-06,5.7476139789478285e-06,5.932508380748519e-06,6.122298889038389e-06,6.316704634105842e-06,6.515467156853815e-06,6.71839349358145e-06,6.925300382654427e-06,7.136008210260093e-06
467,TOI-421b,6.708926762404602e-06,6.9451546476043685e-06,7.193221740808085e-06,7.4519689992124704e-06,7.720448296513134e-06,7.997865030014874e-06,8.283599503534533e-06,8.577116177441702e-06,8.87793948989428e-06,9.185705463162279e-06,9.500080845942719e-06,9.820750843560626e-06,1.0147486924720179e-05,1.048006523613714e-05,1.0818259151719038e-05
468,K2-19b,1.957646289622484e-05,2.0277386057490513e-05,2.1012446782863237e-05,2.1778363504655667e-05,2.2572447233977926e-05,2.3392439949399586e-05,2.4236581551792138e-05,2.5103347729686144e-05,2.59913815358631e-05,2.6899646215582e-05,2.7827189895686665e-05,2.8773110637161058e-05,2.9736755858874715e-05,3.071748398678868e-05,3.171464306933993e-05
469,TOI-1298b,1.613812448651658e-05,1.678164899226993e-05,1.745125510062986e-05,1.8144760692093033e-05,1.8860353964070947e-05,1.9596490168296303e-05,2.0351970438197532e-05,2.112573927668282e-05,2.191683911390097e-05,2.2724548235732356e-05,2.3548189763919526e-05,2.438710725677103e-05,2.5240837709217433e-05,2.610891314185088e-05,2.699084479565723e-05
470,HAT-P-22b,7.5418377144126225e-06,7.805780301374496e-06,8.083089772125077e-06,8.37244904187593e-06,8.672781351592649e-06,8.983184922252414e-06,9.302956349804133e-06,9.631488211076534e-06,9.968241582839875e-06,1.0312803740468492e-05,1.0664797171794757e-05,1.1023865663388356e-05,1.1389750307032793e-05,1.1762197824120587e-05,1.2140952139465032e-05
