,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1425um,Full Phase Curve Noise Estimate 1.1425-1.185um,Full Phase Curve Noise Estimate 1.185-1.2275um,Full Phase Curve Noise Estimate 1.2275-1.27um,Full Phase Curve Noise Estimate 1.27-1.3125um,Full Phase Curve Noise Estimate 1.3125-1.355um,Full Phase Curve Noise Estimate 1.355-1.3975um,Full Phase Curve Noise Estimate 1.3975-1.44um,Full Phase Curve Noise Estimate 1.44-1.4825um,Full Phase Curve Noise Estimate 1.4825-1.525um,Full Phase Curve Noise Estimate 1.525-1.5675um,Full Phase Curve Noise Estimate 1.5675-1.61um,Full Phase Curve Noise Estimate 1.61-1.6525um,Full Phase Curve Noise Estimate 1.6525-1.695um,Full Phase Curve Noise Estimate 1.695-1.7375um,Full Phase Curve Noise Estimate 1.7375-1.78um,Full Phase Curve Noise Estimate 1.78-1.8225um,Full Phase Curve Noise Estimate 1.8225-1.865um,Full Phase Curve Noise Estimate 1.865-1.9075um,Full Phase Curve Noise Estimate 1.9075-1.95um
450,HAT-P-46b,1.6403950871828784e-05,1.6912186787524823e-05,1.7435507544882524e-05,1.7972941085440506e-05,1.8523657337183104e-05,1.9086941582096966e-05,1.9662173659406163e-05,2.024881156489114e-05,2.0846378397955378e-05,2.1454451883949423e-05,2.207265589623428e-05,2.2700653544789785e-05,2.3338141502164335e-05,2.3984845314324102e-05,2.464051550118907e-05,2.5304924294687114e-05,2.597786289482604e-05,2.66591391492654e-05,2.734857558113442e-05,2.8046007704793603e-05
451,TOI-677b,5.483032042636518e-06,5.65771675566943e-06,5.837347674172944e-06,6.0216202184231865e-06,6.21027367033968e-06,6.403083004894736e-06,6.599852502314855e-06,6.800410703633966e-06,7.004606390600508e-06,7.212305354564605e-06,7.423387778766239e-06,7.63774610170595e-06,7.855283260927594e-06,8.075911239931005e-06,8.299549858389267e-06,8.526125758988648e-06,8.755571554195479e-06,8.987825103897555e-06,9.222828900767914e-06,9.460529544781825e-06
452,WASP-71b,1.5038228488732379e-05,1.5499353658723256e-05,1.597440852136689e-05,1.6462480983340995e-05,1.696279283500828e-05,1.7474674574826444e-05,1.7997545760208016e-05,1.8530899519448786e-05,1.907429023093352e-05,1.9627323637671472e-05,2.0189648852096194e-05,2.0760951841034703e-05,2.13409500793253e-05,2.1929388133296604e-05,2.2526033989524056e-05,2.3130675985033005e-05,2.3743120226036134e-05,2.436318840592775e-05,2.4990715951477692e-05,2.562555044030296e-05
453,HATS-72b,1.5948227177050264e-05,1.62779966223797e-05,1.6627287529246853e-05,1.699423559869629e-05,1.737728177619221e-05,1.7775111152090968e-05,1.818660594348432e-05,1.8610808928403496e-05,1.9046894729408656e-05,1.949414705576901e-05,1.9951940514536995e-05,2.0419725957877226e-05,2.0897018591456957e-05,2.1383388256373515e-05,2.1878451435329137e-05,2.238186463656316e-05,2.2893318886212418e-05,2.341253511817185e-05,2.3939260295102572e-05,2.4473264128506238e-05
454,WASP-118b,1.6933419356130745e-05,1.7482162144943976e-05,1.804600729258927e-05,1.8624051785758492e-05,1.921552143100015e-05,1.9819746975560756e-05,2.043614541695087e-05,2.106420523010565e-05,2.1703474584360616e-05,2.2353551865100958e-05,2.301407798858733e-05,2.3684730124192966e-05,2.4365216530340066e-05,2.5055272278501425e-05,2.5754655690483094e-05,2.646314535251403e-05,2.7180537598796064e-05,2.790664437947461e-05,2.864129144522127e-05,2.9384316794010978e-05
455,Kepler-6b,4.249781389108452e-05,4.3700694305420304e-05,4.494527839915122e-05,4.622851859657989e-05,4.754782953520316e-05,4.890099964198509e-05,5.0286122369147116e-05,5.170154217951015e-05,5.3145811720679876e-05,5.461765757457498e-05,5.611595264244411e-05,5.7639693710412175e-05,5.9187983093601535e-05,6.076001351655557e-05,6.235505558065199e-05,6.397244731387465e-05,6.561158540778375e-05,6.727191783000067e-05,6.89529375647116e-05,7.065417728338245e-05
456,KELT-11b,3.1806711991962085e-06,3.2650316293191044e-06,3.3526656639548066e-06,3.4433158071329117e-06,3.5367644525219476e-06,3.63282616214905e-06,3.7313416773532026e-06,3.8321732259736145e-06,3.935200810428602e-06,4.040319245809996e-06,4.1474357770363826e-06,4.2564681471322765e-06,4.367343019948674e-06,4.47999468357702e-06,4.594363977715717e-06,4.710397400974818e-06,4.828046363715069e-06,4.947266559332621e-06,5.068017432515429e-06,5.19026172733653e-06
457,HAT-P-65b,4.1235100756307175e-05,4.2448544979713624e-05,4.3701324119275676e-05,4.4990705080319835e-05,4.6314363188209796e-05,4.7670304672294917e-05,4.905680628219143e-05,5.0472367779216885e-05,5.191567421036284e-05,5.3385565691186403e-05,5.4881013007438326e-05,5.64010977658701e-05,5.794499613134181e-05,5.9511965413275737e-05,6.110133293260759e-05,6.27124867265949e-05,6.43448677444581e-05,6.599796325982378e-05,6.76713012821367e-05,6.936444579275256e-05
458,CoRoT-11b,4.308322864240381e-05,4.448536893335614e-05,4.592582534717898e-05,4.740232423940108e-05,4.891291551269485e-05,5.045591271415859e-05,5.2029846137894064e-05,5.363342574906964e-05,5.526551160512405e-05,5.692509005727067e-05,5.8611254450320465e-05,6.0323189353778376e-05,6.206015758779016e-05,6.382148947810736e-05,6.560657390167923e-05,6.741485078051349e-05,6.924580475447185e-05,7.109895981960227e-05,7.297387476182252e-05,7.487013924935897e-05
459,L98-59d,5.424479412837423e-06,5.446317383903634e-06,5.479483107232802e-06,5.522504948358254e-06,5.57417842774021e-06,5.633508588241266e-06,5.699666524746198e-06,5.771956210104203e-06,5.849788903459385e-06,5.932663209098461e-06,6.020149392846811e-06,6.1118769395345966e-06,6.207524601475664e-06,6.30681237869876e-06,6.409495009850277e-06,6.515356653812228e-06,6.62420651682188e-06,6.7358752356333064e-06,6.8502118692190764e-06,6.967081383344003e-06
460,LP791-18c,3.670871935740308e-05,3.649250394952349e-05,3.637974635700812e-05,3.635558479804402e-05,3.640798352822922e-05,3.6527099780975337e-05,3.670481151373282e-05,3.693436073373956e-05,3.7210081025665985e-05,3.752718719276282e-05,3.788161125135938e-05,3.8269873392094936e-05,3.868897958462111e-05,3.913633967511405e-05,3.960970138490314e-05,4.010709674944538e-05,4.062679836576588e-05,4.116728342987129e-05,4.172720400372331e-05,4.230536229637932e-05
461,HD108236e,3.053450769354978e-06,3.1414222190367103e-06,3.232351548508825e-06,3.326027377060733e-06,3.4222701747908906e-06,3.520926190771544e-06,3.6218627276121024e-06,3.7249644269188747e-06,3.83013032215728e-06,3.93727148006592e-06,4.04630909778002e-06,4.157172955962169e-06,4.269800152380946e-06,4.384134058149459e-06,4.500123452049243e-06,4.617721798278135e-06,4.736886640465598e-06,4.857579090524816e-06,4.979763395315936e-06,5.103406567506492e-06
462,LTT3780b,2.6947778479858364e-05,2.702801593157292e-05,2.716640232807441e-05,2.735528870467519e-05,2.7588421934986537e-05,2.7860642357181733e-05,2.8167655974184954e-05,2.8505860804536015e-05,2.88722130644008e-05,2.9264122999839856e-05,2.9679373036772298e-05,3.0116052903659366e-05,3.0572507786878055e-05,3.104729658384709e-05,3.153915804615257e-05,3.204698313659291e-05,3.2569792316673675e-05,3.3106716773695306e-05,3.3656982816601903e-05,3.4219898836561176e-05
463,K2-29b,2.6960737428929338e-05,2.7646316734579664e-05,2.836050978804646e-05,2.9100970418074425e-05,2.986572022841326e-05,3.065307692379789e-05,3.146159880138561e-05,3.229004131999637e-05,3.3137322795418085e-05,3.400249706397876e-05,3.4884731518886535e-05,3.578328932699603e-05,3.669751492606292e-05,3.762682211689036e-05,3.8570684223498665e-05,3.952862591308431e-05,4.050021635701708e-05,4.148506348216078e-05,4.248280911396772e-05,4.349312485307039e-05
464,WASP-45b,2.948338264457899e-05,3.0217186762665065e-05,3.098277106468423e-05,3.1777478322004906e-05,3.259907015692217e-05,3.344564514886287e-05,3.431557545857841e-05,3.52074572772796e-05,3.612007171447008e-05,3.705235365087782e-05,3.8003366728758724e-05,3.897228311459309e-05,3.995836700458598e-05,4.096096108907716e-05,4.197947537379744e-05,4.301337789173192e-05,4.4062186941738944e-05,4.512546456788243e-05,4.6202811053060225e-05,4.729386024652188e-05
465,Kepler-105b,1.9886910924141025e-05,2.053015720495515e-05,2.119116202446829e-05,2.186886002963599e-05,2.2562338008591394e-05,2.3270806673595156e-05,2.3993578577552207e-05,2.4730050661042996e-05,2.547969033292197e-05,2.6242024274491272e-05,2.701662936259908e-05,2.780312525568094e-05,2.8601168295599136e-05,2.9410446458619496e-05,3.023067514897574e-05,3.1061593673756564e-05,3.190296227227751e-05,3.275455959946425e-05,3.361618058313716e-05,3.448763459091192e-05
466,HAT-P-11b,5.325038946823906e-06,5.441258443896666e-06,5.563768347297517e-06,5.691987456202537e-06,5.825428825712419e-06,5.963681014989475e-06,6.1063936354032135e-06,6.253266095419738e-06,6.404038749636195e-06,6.558485875352647e-06,6.71641005228321e-06,6.877637629624537e-06,7.042015043123539e-06,7.2094058020297745e-06,7.379688008036149e-06,7.552752299745065e-06,7.728500139818003e-06,7.906842379864006e-06,8.087698051797435e-06,8.270993344919594e-06
467,TOI-421b,7.713959152583233e-06,7.915857008363756e-06,8.12577166105177e-06,8.34306390664405e-06,8.56719394638554e-06,8.797702102835845e-06,9.034193869629298e-06,9.276328202524022e-06,9.523808262043639e-06,9.776374029828522e-06,1.0033796370987186e-05,1.0295872222518035e-05,1.0562420666117125e-05,1.0833279701095948e-05,1.1108303575683081e-05,1.138736056681168e-05,1.1670331122520735e-05,1.195710629937955e-05,1.2247586441371665e-05,1.2541680057511105e-05
468,K2-19b,2.2507466308479948e-05,2.3106758162196078e-05,2.3729149127397892e-05,2.437282964908426e-05,2.50362701714699e-05,2.571816697530304e-05,2.641740016012195e-05,2.7133000715956136e-05,2.7864124474186427e-05,2.8610031319101242e-05,2.9370068461556982e-05,3.0143656877677116e-05,3.0930280234554166e-05,3.1729475785708866e-05,3.254082683829829e-05,3.33639564833018e-05,3.419852234730806e-05,3.504421217583114e-05,3.590074009746522e-05,3.676784344862581e-05
469,TOI-1298b,1.8545022024258342e-05,1.9096460656950832e-05,1.9665457573479546e-05,2.02508102093509e-05,2.085149493662808e-05,2.146663317908953e-05,2.2095465004025714e-05,2.2737328335443404e-05,2.3391642440308976e-05,2.4057894696094548e-05,2.473562990206626e-05,2.542444158008039e-05,2.6123964844372973e-05,2.6833870518375536e-05,2.7553860249945312e-05,2.8283662431490433e-05,2.902302877322331e-05,2.977173140966052e-05,3.052956044404287e-05,3.129632185438296e-05
470,HAT-P-22b,8.671874241128103e-06,8.897426802085627e-06,9.132032967829016e-06,9.374966344330593e-06,9.625613703052107e-06,9.883453005239376e-06,1.0148036368768821e-05,1.0418976730802541e-05,1.069593730520067e-05,1.0978623175470363e-05,1.1266774535446213e-05,1.1560161212894618e-05,1.185857820050932e-05,1.2161841984252634e-05,1.2469787507525577e-05,1.2782265645943735e-05,1.309914109488816e-05,1.342029059283978e-05,1.3745601419492793e-05,1.4074970119991635e-05
471,HAT-P-42b,2.1954222890132292e-05,2.2588442273339836e-05,2.3243887027962815e-05,2.3919045595478147e-05,2.461263394555541e-05,2.532355222530162e-05,2.6050851017366446e-05,2.6793704813363704e-05,2.755139096526592e-05,2.8323272838518637e-05,2.9108786218827743e-05,2.9907428261011357e-05,3.0718748440570404e-05,3.1542341095447e-05,3.237783923973827e-05,3.322490940188541e-05,3.4083247293426546e-05,3.495257415527494e-05,3.583263365993206e-05,3.672318927240256e-05
472,WASP-121b,2.360350934207987e-05,2.4373744058119227e-05,2.5164933710237903e-05,2.597584081995054e-05,2.680540373009916e-05,2.7652704077642426e-05,2.85169413245525e-05,2.9397412619691226e-05,3.0293496730593394e-05,3.120464111355924e-05,3.213035142633311e-05,3.307018295849412e-05,3.402373357981043e-05,3.4990637899374296e-05,3.5970562397495486e-05,3.696320134445154e-05,3.7968273359830844e-05,3.898551849656941e-05,4.0014695757242963e-05,4.1055580968413045e-05
473,TOI-824b,1.9015864209652625e-05,1.9398754044780032e-05,1.980531897661485e-05,2.0233264152993303e-05,2.068067209591006e-05,2.1145926950436447e-05,2.1627656232546454e-05,2.2124685556717308e-05,2.2636003104288312e-05,2.3160731481420854e-05,2.3698105239755508e-05,2.424745277736832e-05,2.4808181657917563e-05,2.5379766619207204e-05,2.59617397141641e-05,2.655368215489358e-05,2.7155217526252914e-05,2.7766006107835213e-05,2.8385740098529696e-05,2.9014139580300745e-05
474,TOI-270b,1.2209776497423585e-05,1.2279169677691294e-05,1.237276163845162e-05,1.248747335158719e-05,1.2620780035943589e-05,1.2770592385919564e-05,1.2935166816195611e-05,1.3113036843618244e-05,1.3302960063693825e-05,1.3503876768758078e-05,1.3714877352412137e-05,1.3935176413003083e-05,1.4164092013490082e-05,1.4401028945677935e-05,1.464546513016282e-05,1.4896940491023725e-05,1.5155047798021332e-05,1.541942508389699e-05,1.5689749330895302e-05,1.596573118636807e-05
475,XO-7b,1.4982020979834008e-05,1.5456037312054107e-05,1.5943632734101167e-05,1.644396130411058e-05,1.6956299349725524e-05,1.7480022655453043e-05,1.8014588629746624e-05,1.8559522227259456e-05,1.911440473359205e-05,1.9678864754091583e-05,2.0252570915688804e-05,2.0835225911851342e-05,2.142656160929234e-05,2.2026335000501015e-05,2.263432483498256e-05,2.3250328798842864e-05,2.387416114026626e-05,2.450565065979419e-05,2.5144639000796536e-05,2.5790979188328665e-05
476,Qatar-1b,4.0904039407759635e-05,4.1878091556037675e-05,4.2897645655468434e-05,4.395875326784797e-05,4.505809492508286e-05,4.619285637640085e-05,4.736063295972379e-05,4.855935493820219e-05,4.9787228644346874e-05,5.104268966972797e-05,5.232436532434151e-05,5.363104429526582e-05,5.496165194488746e-05,5.6315230062586974e-05,5.769092015993343e-05,5.9087949605481575e-05,6.0505620050415435e-05,6.194329771406245e-05,6.340040518846328e-05,6.487641449069164e-05
477,HD97658b,2.14363949263089e-06,2.196482286449043e-06,2.2516517035229905e-06,2.3089515656794045e-06,2.3682166915538042e-06,2.429306827529942e-06,2.492101952566931e-06,2.5564986083857062e-06,2.6224070036222314e-06,2.6897487083684283e-06,2.758454803497243e-06,2.8284643835300776e-06,2.8997233367021767e-06,2.972183344115226e-06,3.0458010533569774e-06,3.12053739204217e-06,3.1963569943216854e-06,3.2732277191753986e-06,3.3511202437236324e-06,3.430007718201757e-06
478,TOI-942c,1.1979155088018135e-05,1.2260109118100882e-05,1.2554532202554845e-05,1.286124157644297e-05,1.317924352239116e-05,1.3507696098127153e-05,1.3845880348596609e-05,1.419317783977032e-05,1.4549052956730874e-05,1.4913038830580943e-05,1.5284726056733065e-05,1.566375358025523e-05,1.6049801278130268e-05,1.6442583881043554e-05,1.6841845960625383e-05,1.724735777021021e-05,1.765891177394529e-05,1.8076319734574077e-05,1.8499410257380348e-05,1.8928026708711525e-05
479,GJ3090b,9.716385161325819e-06,9.780082033150876e-06,9.862509774717723e-06,9.961312460631342e-06,1.0074556321078602e-05,1.020063959817443e-05,1.0338224356262225e-05,1.0486184301502058e-05,1.0643564424412158e-05,1.0809549476646791e-05,1.0983439121034658e-05,1.1164628173832535e-05,1.135259076964292e-05,1.1546867574890573e-05,1.1747055390244899e-05,1.195279863971144e-05,1.216378236066361e-05,1.2379726396207195e-05,1.2600380556966898e-05,1.282552056932459e-05
480,TOI-2134c,8.321611844219699e-07,8.487531639932355e-07,8.663876343673224e-07,8.849630101238605e-07,9.0439443685194e-07,9.246104292868577e-07,9.455502867103234e-07,9.671620847336577e-07,9.894010995249744e-07,1.0122285600236088e-06,1.0356106514377238e-06,1.0595177130776951e-06,1.0839235878101853e-06,1.1088050907839621e-06,1.1341415727079344e-06,1.1599145586312964e-06,1.1861074474279481e-06,1.2127052604036087e-06,1.2396944298972152e-06,1.2670626206331178e-06
481,TOI-3693b,1.5005794313172153e-05,1.5398117069318677e-05,1.580604704975575e-05,1.62283384900509e-05,1.6663939419644742e-05,1.711195406052085e-05,1.757161367721994e-05,1.804225374759189e-05,1.8523295914139985e-05,1.901423358895574e-05,1.9514620378145953e-05,2.0024060701862523e-05,2.0542202138646324e-05,2.1068729134755278e-05,2.1603357802125645e-05,2.2145831590682968e-05,2.2695917667571037e-05,2.325340387151528e-05,2.3818096137888586e-05,2.4389816311177345e-05
482,TOI-1470c,9.306836422244214e-06,9.391231521192399e-06,9.49218065076376e-06,9.607675087550382e-06,9.736061193063423e-06,9.87596538146045e-06,1.002623719512089e-05,1.0185905624910551e-05,1.0354145239677482e-05,1.0530249665077245e-05,1.0713610628139551e-05,1.0903701259189959e-05,1.1100062680843336e-05,1.1302293157166575e-05,1.15100392532364e-05,1.172298858555094e-05,1.1940863840440791e-05,1.2163417810053756e-05,1.2390429250216818e-05,1.2621699406162395e-05
483,TOI-1408b,8.388548017465822e-06,8.656246859846412e-06,8.931504401326387e-06,9.213856504025991e-06,9.50290580917128e-06,9.798309306019721e-06,1.0099768609963408e-05,1.0407022284491852e-05,1.0719839721797492e-05,1.1038016223975735e-05,1.13613690177097e-05,1.1689734001127603e-05,1.2022963069659814e-05,1.2360921903300678e-05,1.270348812423699e-05,1.3050549753801422e-05,1.3402003912902843e-05,1.3757755721715623e-05,1.4117717363388036e-05,1.448180728350422e-05
484,HD260655b,4.606975931225375e-06,4.655366880454193e-06,4.711581109406012e-06,4.7746904025810815e-06,4.843929301481938e-06,4.918660923268651e-06,4.998350984739508e-06,5.082547838487972e-06,5.170866969130667e-06,5.262978836346894e-06,5.358599256240111e-06,5.457481727030504e-06,5.559411257943377e-06,5.664199370354612e-06,5.771680020568129e-06,5.8817062527304424e-06,5.994147434343567e-06,6.108886959805767e-06,6.225820332350911e-06,6.3448535537748145e-06
485,HD63935b,3.2657407953163386e-06,3.355836688550956e-06,3.4491980662762047e-06,3.5455789039912308e-06,3.644770821825554e-06,3.7465958480208696e-06,3.850900797260342e-06,3.957552859260635e-06,4.066436104538276e-06,4.177448692448042e-06,4.290500622137872e-06,4.405511907007949e-06,4.522411082312885e-06,4.641133976897815e-06,4.761622695911373e-06,4.883824773214849e-06,5.007692461185712e-06,5.133182132455539e-06,5.260253773379335e-06,5.388870553100007e-06
486,TOI-1420b,1.6014978802016e-05,1.645429853313215e-05,1.690969891950599e-05,1.737996053666993e-05,1.78640508956507e-05,1.8361088470696913e-05,1.8870314760677457e-05,1.939107237001526e-05,1.9922787650422617e-05,2.046495683408215e-05,2.101713486548527e-05,2.157892633797446e-05,2.2149978085621054e-05,2.2729973087316222e-05,2.3318625418817313e-05,2.391567604756642e-05,2.4520889309752486e-05,2.5134049943109442e-05,2.5754960575078722e-05,2.6383439586180514e-05
487,HD260655c,3.2571152607964308e-06,3.2913274862498604e-06,3.3310707420702077e-06,3.3756887832684224e-06,3.424640433465287e-06,3.4774754188047543e-06,3.533816003002575e-06,3.593342872981733e-06,3.655784177761913e-06,3.720906933532557e-06,3.788510223310353e-06,3.858419771231734e-06,3.9304835795993696e-06,4.0045683947101584e-06,4.080556824273683e-06,4.158344971034953e-06,4.2378404782920705e-06,4.318960906307867e-06,4.401632376247993e-06,4.485788431723289e-06
488,HD109833b,4.688675646717212e-06,4.82788219094559e-06,4.971532795261011e-06,5.1193224378758924e-06,5.2709915118389415e-06,5.426317222057553e-06,5.58510688102086e-06,5.747192631987385e-06,5.912427257170285e-06,6.080680819049505e-06,6.2518379475048635e-06,6.4257956320287786e-06,6.6024614122401085e-06,6.781751884948447e-06,6.963591464647228e-06,7.147911348304227e-06,7.334648645920172e-06,7.523745646422393e-06,7.715149194695082e-06,7.908810160380283e-06
489,TOI-4010b,3.8966654776634774e-05,3.9877662435464065e-05,4.083258077531647e-05,4.18275444601228e-05,4.285930639816778e-05,4.392511579807379e-05,4.502262399315833e-05,4.614981095333963e-05,4.730492738649727e-05,4.848644871280618e-05,4.969303817126726e-05,5.0923517015321824e-05,5.2176840259136565e-05,5.345207680520556e-05,5.474839305657863e-05,5.606503932036757e-05,5.740133846222773e-05,5.875667638764657e-05,6.013049401473593e-05,6.15222804717071e-05
490,TOI-1272b,2.0453776088342333e-05,2.0936181114569655e-05,2.1441493761536025e-05,2.196771110915966e-05,2.2513149981406827e-05,2.3076383953006444e-05,2.3656194687098577e-05,2.4251533952515736e-05,2.486149369104226e-05,2.5485282217117776e-05,2.6122205135499582e-05,2.677164992219411e-05,2.743307337431452e-05,2.8105991324946193e-05,2.8789970159820733e-05,2.9484619777565137e-05,3.018958771431272e-05,3.0904554213436124e-05,3.162922806706291e-05,3.236334309141341e-05
491,HAT-P-64b,2.8466072515801877e-05,2.9394722640481583e-05,3.03486492805479e-05,3.1326358994285116e-05,3.232657056369309e-05,3.3348175729605e-05,3.439020844740495e-05,3.5451820578247194e-05,3.653226249335376e-05,3.7630867466739876e-05,3.874703901648221e-05,3.9880240560904236e-05,4.10299869071101e-05,4.219583720104624e-05,4.3377389051761484e-05,4.4574273605456465e-05,4.5786151392763457e-05,4.7012708809353066e-05,4.825365511828522e-05,4.950871988453707e-05
